iter	Passed	Remaining
1663	24563	4959
1664	24577	4945
1665	24592	4930
1666	24606	4915
1667	24621	4900
1668	24635	4885
1669	24650	4870
1670	24665	4856
1671	24680	4841
1672	24697	4827
1673	24713	4812
1674	24727	4797
1675	24741	4783
1676	24755	4768
1677	24769	4753
1678	24783	4738
1679	24798	4723
1680	24813	4708
1681	24827	4693
1682	24842	4679
1683	24856	4664
1684	24871	4649
1685	24885	4634
1686	24900	4620
1687	24915	4605
1688	24930	4590
1689	24944	4575
1690	24958	4560
1691	24972	4545
1692	24987	4531
1693	25002	4516
1694	25016	4501
1695	25031	4486
1696	25046	4472
1697	25063	4457
1698	25077	4442
1699	25092	4428
1700	25106	4413
1701	25121	4398
1702	25139	4384
1703	25154	4369
1704	25168	4354
1705	25182	4339
1706	25197	4324
1707	25211	4310
1708	25225	4295
1709	25239	4280
1710	25254	4265
1711	25269	4250
1712	25284	4236
1713	25300	4221
1714	25315	4206
1715	25329	4192
1716	25344	4177
1717	25360	4162
1718	25375	4148
1719	25391	4133
1720	25405	4118
1721	25420	4103
1722	25434	4089
1723	25449	4074
1724	25464	4059
1725	25479	4044
1726	25493	4029
1727	25508	4015
1728	25522	4000
1729	25536	3985
1730	25550	3970
1731	25564	3955
1732	25578	3940
1733	25593	3926
1734	25608	3911
1735	25622	3896
1736	25637	3881
1737	25652	3867
1738	25668	3852
1739	25683	3837
1740	25696	3822
1741	25711	3808
1742	25725	3793
1743	25739	3778
1744	25755	3763
1745	25769	3748
1746	25784	3734
1747	25798	3719
1748	25813	3704
1749	25827	3689
1750	25844	3675
1751	25858	3660
1752	25872	3645
1753	25887	3630
1754	25902	3616
1755	25916	3601
1756	25931	3586
1757	25945	3571
1758	25960	3556
1759	25974	3541
1760	25988	3527
1761	26002	3512
1762	26017	3497
1763	26032	3482
1764	26046	3467
1765	26060	3453
1766	26075	3438
1767	26090	3423
1768	26104	3408
1769	26118	3393
1770	26134	3379
1771	26151	3364
1772	26164	3349
1773	26180	3335
1774	26194	3320
1775	26209	3305
1776	26224	3290
1777	26239	3276
1778	26254	3261
1779	26269	3246
1780	26284	3232
1781	26300	3217
1782	26314	3202
1783	26329	3187
1784	26342	3172
1785	26357	3158
1786	26371	3143
1787	26386	3128
1788	26400	3113
1789	26415	3098
1790	26429	3084
1791	26443	3069
1792	26457	3054
1793	26471	3039
1794	26485	3024
1795	26500	3010
1796	26514	2995
1797	26529	2980
1798	26544	2965
1799	26557	2950
1800	26572	2936
1801	26587	2921
1802	26603	2906
1803	26622	2892
1804	26638	2877
1805	26652	2863
1806	26667	2848
1807	26682	2833
1808	26698	2818
1809	26713	2804
1810	26727	2789
1811	26741	2774
1812	26757	2759
1813	26772	2745
1814	26787	2730
1815	26801	2715
1816	26816	2700
1817	26833	2686
1818	26850	2671
1819	26864	2656
1820	26880	2642
1821	26895	2627
1822	26911	2612
1823	26929	2598
1824	26944	2583
1825	26958	2568
1826	26973	2554
1827	26988	2539
1828	27004	2524
1829	27020	2510
1830	27036	2495
1831	27050	2480
1832	27066	2465
1833	27081	2451
1834	27096	2436
1835	27110	2421
1836	27127	2407
1837	27143	2392
1838	27158	2377
1839	27173	2362
1840	27187	2348
1841	27202	2333
1842	27216	2318
1843	27230	2303
1844	27243	2288
1845	27257	2273
1846	27271	2259
1847	27288	2244
1848	27303	2229
1849	27319	2215
1850	27334	2200
1851	27349	2185
1852	27363	2170
1853	27378	2156
1854	27392	2141
1855	27407	2126
1856	27423	2111
1857	27438	2097
1858	27452	2082
1859	27467	2067
1860	27482	2052
1861	27497	2037
1862	27512	2023
1863	27526	2008
1864	27541	1993
1865	27556	1978
1866	27570	1964
1867	27585	1949
1868	27601	1934
1869	27616	1919
1870	27631	1905
1871	27645	1890
1872	27660	1875
1873	27674	1860
1874	27688	1845
1875	27703	1831
1876	27718	1816
1877	27732	1801
1878	27746	1786
1879	27761	1771
1880	27775	1757
1881	27790	1742
1882	27805	1727
1883	27819	1712
1884	27834	1698
1885	27848	1683
1886	27862	1668
1887	27877	1653
1888	27893	1639
1889	27908	1624
1890	27924	1609
1891	27938	1594
1892	27952	1580
1893	27968	1565
1894	27982	1550
1895	27997	1535
1896	28013	1521
1897	28029	1506
1898	28043	1491
1899	28059	1476
1900	28074	1462
1901	28089	1447
1902	28104	1432
1903	28119	1417
1904	28133	1402
1905	28147	1388
1906	28161	1373
1907	28175	1358
1908	28189	1343
1909	28203	1328
1910	28217	1314
1911	28234	1299
1912	28248	1284
1913	28265	1270
1914	28280	1255
1915	28295	1240
1916	28309	1225
1917	28323	1210
1918	28337	1196
1919	28351	1181
1920	28364	1166
1921	28379	1151
1922	28394	1136
1923	28409	1122
1924	28425	1107
1925	28440	1092
1926	28454	1077
1927	28469	1063
1928	28483	1048
1929	28498	1033
1930	28512	1018
1931	28526	1004
1932	28540	989
1933	28554	974
1934	28569	959
1935	28583	944
1936	28597	930
1937	28611	915
1938	28627	900
1939	28642	885
1940	28656	871
1941	28670	856
1942	28684	841
1943	28700	826
1944	28713	811
1945	28729	797
1946	28743	782
1947	28759	767
1948	28775	752
1949	28790	738
1950	28806	723
1951	28820	708
1952	28835	693
1953	28849	679
1954	28865	664
1955	28880	649
1956	28895	634
1957	28910	620
1958	28925	605
1959	28942	590
1960	28957	575
1961	28971	561
1962	28987	546
1963	29002	531
1964	29017	516
1965	29032	502
1966	29046	487
1967	29060	472
1968	29074	457
1969	29088	442
1970	29102	428
1971	29117	413
1972	29131	398
1973	29145	383
1974	29159	369
1975	29174	354
1976	29189	339
1977	29203	324
1978	29219	310
1979	29232	295
1980	29246	280
1981	29263	265
1982	29278	250
1983	29292	236
1984	29306	221
1985	29321	206
1986	29335	191
1987	29350	177
1988	29364	162
1989	29378	147
1990	29393	132
1991	29407	118
1992	29420	103
1993	29435	88
1994	29450	73
1995	29464	59
1996	29478	44
1997	29493	29
1998	29507	14
1999	29521	0
