iter	Logloss
1512	0.2240007159
1513	0.2239299704
1514	0.2238600096
1515	0.2238164458
1516	0.2237089695
1517	0.2236602145
1518	0.2235526832
1519	0.2234930208
1520	0.2234890161
1521	0.2234626031
1522	0.2234571733
1523	0.223441124
1524	0.2233174109
1525	0.2232552276
1526	0.2231477983
1527	0.2230259394
1528	0.2229504398
1529	0.2228655356
1530	0.2227212702
1531	0.2226126131
1532	0.2225045161
1533	0.2224192812
1534	0.22235785
1535	0.2222942348
1536	0.2222790796
1537	0.2221688125
1538	0.2221328349
1539	0.222047718
1540	0.2219322907
1541	0.2218769841
1542	0.2218234717
1543	0.2217500808
1544	0.221643999
1545	0.2215605919
1546	0.2214761244
1547	0.2214415939
1548	0.221424849
1549	0.2212873766
1550	0.2212279687
1551	0.2211205549
1552	0.2210733441
1553	0.2210482368
1554	0.220951057
1555	0.2209056793
1556	0.2208544616
1557	0.2207915923
1558	0.2207065298
1559	0.2206481654
1560	0.2205996255
1561	0.2205589722
1562	0.2204545238
1563	0.2203615394
1564	0.2202925716
1565	0.2202385796
1566	0.2201632396
1567	0.2201307845
1568	0.2200522779
1569	0.2199554842
1570	0.2199400627
1571	0.2199238683
1572	0.2198476023
1573	0.2197423111
1574	0.2196887759
1575	0.219641846
1576	0.219527815
1577	0.2194377217
1578	0.2194330067
1579	0.2193679002
1580	0.2192747976
1581	0.2192599287
1582	0.2190670751
1583	0.2190569581
1584	0.2189414252
1585	0.2188514629
1586	0.218763296
1587	0.2187292262
1588	0.2186460336
1589	0.218508771
1590	0.2184096058
1591	0.2183244117
1592	0.2182702632
1593	0.2181874716
1594	0.218095606
1595	0.2180084355
1596	0.2179038526
1597	0.2177985395
1598	0.2177564015
1599	0.2176866558
1600	0.2176602659
1601	0.217597099
1602	0.2174814501
1603	0.2173545062
1604	0.2172930245
1605	0.2172192284
1606	0.2171844032
1607	0.2171301992
1608	0.2169887977
1609	0.2169399428
1610	0.216916104
1611	0.2169012292
1612	0.2168334271
1613	0.2167732176
1614	0.2167265861
1615	0.216719949
1616	0.2166664525
1617	0.2165819343
1618	0.216505469
1619	0.2164504315
1620	0.2164059187
1621	0.2163186392
1622	0.216262459
1623	0.2161725896
1624	0.2161038044
1625	0.2160323041
1626	0.2159594123
1627	0.2159310602
1628	0.2157998726
1629	0.2156969439
1630	0.2155754251
1631	0.2154579654
1632	0.2153786126
1633	0.215369917
1634	0.2153148559
1635	0.2152210547
1636	0.2151576867
1637	0.2151367494
1638	0.2150460018
1639	0.2149904013
1640	0.2149413182
1641	0.2148549654
1642	0.2148189848
1643	0.2147454676
1644	0.2146795748
1645	0.21460537
1646	0.2145607824
1647	0.2145133024
1648	0.2144663046
1649	0.2144462753
1650	0.2143344643
1651	0.2142386517
1652	0.2141782647
1653	0.2141149924
1654	0.2140481772
1655	0.2139349989
1656	0.2138760681
1657	0.2138343889
1658	0.2137493236
1659	0.2137091442
1660	0.2136079339
1661	0.2135201169
1662	0.2134522359
1663	0.213357401
1664	0.2133010989
1665	0.2132502223
1666	0.2131936717
1667	0.2130814585
1668	0.2129889651
1669	0.2129730603
1670	0.2129633054
1671	0.2129180752
1672	0.2128807788
1673	0.2127699895
1674	0.2127617529
1675	0.2126995891
1676	0.2126390869
1677	0.2125528495
1678	0.2125031524
1679	0.2124944679
1680	0.2124146091
1681	0.212313674
1682	0.2122341511
1683	0.2121841916
1684	0.2120692863
1685	0.2120156275
1686	0.2119037759
1687	0.2118045088
1688	0.2117896795
1689	0.2116667511
1690	0.2116520785
1691	0.2116311424
1692	0.211515773
1693	0.2114782346
1694	0.2113778694
1695	0.2112426798
1696	0.2111228381
1697	0.2110719671
1698	0.2109452857
1699	0.2108767993
1700	0.2108128535
1701	0.210733536
1702	0.2106794278
1703	0.2106719122
1704	0.210657471
1705	0.2106234398
1706	0.2105697685
1707	0.2104700391
1708	0.2104431435
1709	0.2103951494
1710	0.2102864595
1711	0.2101657663
1712	0.2101018139
1713	0.2100413597
1714	0.2099607739
1715	0.2099048137
1716	0.2097815143
1717	0.2097446361
1718	0.2096931718
1719	0.2096387883
1720	0.2096081165
1721	0.2096056679
1722	0.2095412665
1723	0.2094827069
1724	0.2094271624
1725	0.209359208
1726	0.2092352164
1727	0.2091304265
1728	0.2090191841
1729	0.2089133595
1730	0.2088996994
1731	0.2088585806
1732	0.2088006276
1733	0.2087871954
1734	0.2086774968
1735	0.2085628136
1736	0.2084912481
1737	0.2084356225
1738	0.2083874662
1739	0.2083441116
1740	0.2082746108
1741	0.2081583543
1742	0.2080514971
1743	0.2080372688
1744	0.2079493958
1745	0.2078546953
1746	0.2077883549
1747	0.2077249616
1748	0.2076424133
1749	0.2075316007
1750	0.2074882471
1751	0.2074159007
1752	0.2074045327
1753	0.2073268104
1754	0.2072500586
1755	0.2072314297
1756	0.2071634308
1757	0.2070574751
1758	0.2069743104
1759	0.2068803715
1760	0.2067901642
1761	0.2066856093
1762	0.2065796724
1763	0.2064948543
1764	0.2064309031
1765	0.2064043816
1766	0.2063593096
1767	0.2063084568
1768	0.2062634552
1769	0.2062015197
1770	0.2061209187
1771	0.2060714477
1772	0.2059885393
1773	0.2058971991
1774	0.2058344176
1775	0.2057809409
1776	0.2057280358
1777	0.205715192
1778	0.2056571528
1779	0.2055760209
1780	0.2055110409
1781	0.2054183801
1782	0.2053427263
1783	0.2052338642
1784	0.2051595385
1785	0.205079141
1786	0.2050205628
1787	0.2049186841
1788	0.2048150619
1789	0.2047151903
1790	0.2046156451
1791	0.2045344889
1792	0.2044594235
1793	0.2044455678
1794	0.2043327409
1795	0.2042407631
1796	0.2041762951
1797	0.2041212354
1798	0.2041088952
1799	0.2040130619
1800	0.2039208451
1801	0.2038705134
1802	0.2038092541
1803	0.203674135
1804	0.2035979337
1805	0.2035581396
1806	0.2034959884
1807	0.2034166928
1808	0.203346352
1809	0.2032094753
1810	0.2031372839
1811	0.2030456348
1812	0.2030049594
1813	0.2029285127
1814	0.202850833
1815	0.2027562454
1816	0.2027245741
1817	0.2026271666
1818	0.2025688159
1819	0.2025094547
1820	0.2024644977
1821	0.2024049044
1822	0.2023719543
1823	0.2023155047
1824	0.2022078365
1825	0.2021884435
1826	0.202162486
1827	0.2020967697
1828	0.202042126
1829	0.2019825229
1830	0.2019669534
1831	0.2019553625
1832	0.2018781243
1833	0.2018752019
1834	0.2018710979
1835	0.2018145476
1836	0.2017788169
1837	0.2016764845
1838	0.2015958612
1839	0.2015401838
1840	0.2014510837
1841	0.201361657
1842	0.2013004271
1843	0.2012452425
1844	0.2011499665
1845	0.2010681248
1846	0.2010278521
1847	0.2009495804
1848	0.2008844904
1849	0.2007995085
1850	0.2007638933
1851	0.2007230467
1852	0.2006306997
1853	0.2005519867
1854	0.200464426
1855	0.2004519797
1856	0.2003510081
1857	0.2003036258
1858	0.2002109609
1859	0.2001722845
1860	0.2001390313
1861	0.2000937322
1862	0.2000180388
1863	0.2000025255
1864	0.1999451389
1865	0.1998929089
1866	0.1998037341
1867	0.1997298554
1868	0.1996136634
1869	0.1995421859
1870	0.1994364094
1871	0.1993863247
1872	0.1992579727
1873	0.1991692305
1874	0.1991425083
1875	0.1990315614
1876	0.1989582339
1877	0.1988695244
1878	0.1987891239
1879	0.1987768208
1880	0.1987420109
1881	0.1986813121
1882	0.1986038983
1883	0.1985233548
1884	0.1984298987
1885	0.1983573757
1886	0.1982715451
1887	0.1982135625
1888	0.1981352549
1889	0.1980869151
1890	0.1980410673
1891	0.1979456032
1892	0.1978667695
1893	0.1977676065
1894	0.1977189962
1895	0.1976842807
1896	0.1976032668
1897	0.1975590211
1898	0.1975057154
1899	0.1974006007
1900	0.197368333
1901	0.1972840665
1902	0.1971865929
1903	0.197137716
1904	0.1970622264
1905	0.1969966195
1906	0.1969768761
1907	0.1969519306
1908	0.1969068984
1909	0.1968611354
1910	0.1968356398
1911	0.1967487713
1912	0.1966662326
1913	0.1964162496
1914	0.1964044379
1915	0.1963646517
1916	0.1963034838
1917	0.1962441045
1918	0.1961592706
1919	0.1960745998
1920	0.1960279233
1921	0.195981845
1922	0.1959507943
1923	0.1958545732
1924	0.1957822816
1925	0.1957192859
1926	0.1956297911
1927	0.1955406503
1928	0.1954685957
1929	0.195353747
1930	0.1953079981
1931	0.1952074848
1932	0.1951958153
1933	0.1950892918
1934	0.1950022028
1935	0.1949724266
1936	0.1949253236
1937	0.1948463172
1938	0.1947915879
1939	0.1947193743
1940	0.194710552
1941	0.19463662
1942	0.1945497577
1943	0.1945383428
1944	0.1944694784
1945	0.1943893642
1946	0.1943527531
1947	0.1943506353
1948	0.1942875073
1949	0.1942191913
1950	0.1941472256
1951	0.1941071792
1952	0.1940852952
1953	0.1939778845
1954	0.1938946823
1955	0.1938139426
1956	0.1937426845
1957	0.1937020371
1958	0.1936323368
1959	0.1936076883
1960	0.1935664472
1961	0.1935064028
1962	0.193425322
1963	0.1933400818
1964	0.1932889418
1965	0.1932857758
1966	0.1932429945
1967	0.193177227
1968	0.1931655437
1969	0.1931454683
1970	0.1930544426
1971	0.1929415325
1972	0.1928726544
1973	0.1928122125
1974	0.1928084947
1975	0.192706303
1976	0.1926956354
1977	0.1926778571
1978	0.1925870803
1979	0.1924786555
1980	0.192395887
1981	0.1923625176
1982	0.1923455066
1983	0.1923287788
1984	0.1922781122
1985	0.1922251994
1986	0.192127737
1987	0.1920489212
1988	0.1919976008
1989	0.1919075063
1990	0.1919055928
1991	0.1918274652
1992	0.1917308804
1993	0.1916904323
1994	0.1916794632
1995	0.1916575529
1996	0.1915911337
1997	0.1915455752
1998	0.1914720607
1999	0.1914506576
