iter	Logloss
620	0.3158118081
621	0.315696149
622	0.3155518649
623	0.3153773088
624	0.3152490024
625	0.3150652965
626	0.3148836988
627	0.3146566192
628	0.3144840582
629	0.3142782836
630	0.3141432358
631	0.3139252878
632	0.3137140392
633	0.3135928586
634	0.3134508915
635	0.3132414956
636	0.3130291565
637	0.3128983609
638	0.3127575271
639	0.3124788038
640	0.3121665202
641	0.3120132186
642	0.3117587917
643	0.3115528253
644	0.3114079599
645	0.3113264942
646	0.311212372
647	0.3110528552
648	0.3109149949
649	0.310699402
650	0.3104301011
651	0.3102750697
652	0.3101341497
653	0.3099286411
654	0.3097787869
655	0.3096129863
656	0.3094655818
657	0.3092688628
658	0.309062505
659	0.3089200884
660	0.3087859578
661	0.3086184165
662	0.3084401706
663	0.3082758806
664	0.3081034058
665	0.3079563874
666	0.3077551026
667	0.3076322553
668	0.3074356939
669	0.3071855659
670	0.3070450672
671	0.3068108449
672	0.3065699342
673	0.3065150848
674	0.3063645653
675	0.3061570638
676	0.3059790221
677	0.3058743611
678	0.3057776205
679	0.3056478323
680	0.3054412923
681	0.3053480955
682	0.3052261382
683	0.305096593
684	0.3049195247
685	0.3048035848
686	0.3044018518
687	0.3043748305
688	0.3042474559
689	0.3040995891
690	0.3039980929
691	0.3038008399
692	0.3036239606
693	0.3035257967
694	0.3034361566
695	0.3032200425
696	0.3030818793
697	0.3029022721
698	0.3027842291
699	0.3026520818
700	0.3024869043
701	0.3024350958
702	0.3023516926
703	0.3021963729
704	0.302065236
705	0.3019385091
706	0.3018889785
707	0.3016871056
708	0.3016296163
709	0.3015498171
710	0.301337099
711	0.3011962655
712	0.3010798545
713	0.300880548
714	0.3007630137
715	0.3005540683
716	0.300500724
717	0.3003325493
718	0.3002101861
719	0.3000575007
720	0.2999877084
721	0.2998067115
722	0.2997276846
723	0.2994921336
724	0.2993991251
725	0.2993116139
726	0.2991988498
727	0.2990078642
728	0.2987885253
729	0.2987028156
730	0.2986160751
731	0.2984737239
732	0.298366277
733	0.2982722425
734	0.2980718366
735	0.2980059747
736	0.2978823273
737	0.2978002975
738	0.2976740434
739	0.2975125112
740	0.2973189239
741	0.2972262266
742	0.2970024588
743	0.2967763905
744	0.2965993581
745	0.2964362404
746	0.2963191383
747	0.2959672089
748	0.2958701549
749	0.2956830227
750	0.295602365
751	0.29548086
752	0.2953895439
753	0.2952181133
754	0.2950607932
755	0.2949618658
756	0.2948664938
757	0.2947615074
758	0.2946110933
759	0.2945170333
760	0.2943485913
761	0.2942516146
762	0.2940463972
763	0.2938894596
764	0.2938753413
765	0.2936294056
766	0.2935362866
767	0.2934601806
768	0.2934463383
769	0.2933646579
770	0.2932492072
771	0.2931013363
772	0.2930642521
773	0.2930512608
774	0.2929171251
775	0.2928309811
776	0.292688529
777	0.2925454116
778	0.2924593479
779	0.2922783386
780	0.2921051138
781	0.2920432385
782	0.2919434998
783	0.2917570105
784	0.2915947267
785	0.2914018031
786	0.2913280493
787	0.2911988713
788	0.2911348935
789	0.2910568947
790	0.2910030853
791	0.2908677129
792	0.2907573115
793	0.2907177453
794	0.2905436613
795	0.2904569792
796	0.2902821346
797	0.2902324411
798	0.2901528902
799	0.2900293962
800	0.2899453263
801	0.2898676197
802	0.2897816332
803	0.2895819608
804	0.2894102605
805	0.2892953485
806	0.2891143003
807	0.2889796665
808	0.2888665716
809	0.288747613
810	0.2886069669
811	0.2884849315
812	0.2883274762
813	0.2881988962
814	0.2881190098
815	0.288006817
816	0.2878871292
817	0.2877912237
818	0.2876798048
819	0.287554523
820	0.2874901677
821	0.2874139565
822	0.287257736
823	0.2871382882
824	0.2869810056
825	0.2869486006
826	0.2867936881
827	0.2866659918
828	0.2865629821
829	0.2863962418
830	0.2861091262
831	0.2861004896
832	0.286027182
833	0.2859277752
834	0.285832564
835	0.2857268767
836	0.2856554616
837	0.2856438698
838	0.2855079075
839	0.2854371064
840	0.2852847908
841	0.2851572079
842	0.2850403708
843	0.2848876575
844	0.2847882656
845	0.2846294447
846	0.2845056673
847	0.2843799042
848	0.2842923985
849	0.2841193672
850	0.2839817058
851	0.2838821371
852	0.2838054586
853	0.2836519532
854	0.2835376793
855	0.2833130892
856	0.2831302022
857	0.2830190413
858	0.2829236822
859	0.2827926315
860	0.2827840619
861	0.2826537089
862	0.2825598201
863	0.2824039056
864	0.2822025414
865	0.2820675898
866	0.2819165993
867	0.2817949016
868	0.2816776991
869	0.2815981298
870	0.2813956262
871	0.2812884311
872	0.2811352333
873	0.2810217225
874	0.2809637336
875	0.2808126896
876	0.2806735611
877	0.2805368979
878	0.2804447091
879	0.280315724
880	0.2801879858
881	0.2801265908
882	0.2800018877
883	0.2798955595
884	0.279884391
885	0.2797693083
886	0.2796562587
887	0.2795245979
888	0.2793900474
889	0.2792741651
890	0.2790427593
891	0.2789687278
892	0.2788580661
893	0.2788107352
894	0.2785860641
895	0.2785042263
896	0.2783606687
897	0.2782157019
898	0.2780852517
899	0.2779854421
900	0.2778591082
901	0.2777899852
902	0.277662769
903	0.277524296
904	0.2774140496
905	0.277189854
906	0.2770478442
907	0.2769396451
908	0.2767799083
909	0.2767152188
910	0.2765733978
911	0.2765169746
912	0.2764046678
913	0.2762973512
914	0.2761254192
915	0.2758747226
916	0.275764344
917	0.2756759586
918	0.275600559
919	0.2753796616
920	0.2752552521
921	0.2751568613
922	0.275070675
923	0.2749864152
924	0.2748958505
925	0.2747646502
926	0.2746483282
927	0.2745547591
928	0.2744963123
929	0.2744344737
930	0.2743731547
931	0.2742602004
932	0.2742248154
933	0.2740846201
934	0.2739704935
935	0.2738951145
936	0.2737887238
937	0.2736882121
938	0.2735766131
939	0.2734595491
940	0.2733537542
941	0.2732550018
942	0.2731789496
943	0.2730851888
944	0.2729406423
945	0.2728646972
946	0.2727230547
947	0.2725741292
948	0.2724505259
949	0.2723825416
950	0.2722827256
951	0.2722146797
952	0.2721052742
953	0.2719408881
954	0.2718815504
955	0.2718716037
956	0.2717389346
957	0.2717290789
958	0.2716330542
959	0.2714925306
960	0.2713730194
961	0.2712391873
962	0.2710877182
963	0.2709510926
964	0.2708785086
965	0.2708713337
966	0.2707639632
967	0.270670304
968	0.2705524951
969	0.2704791054
970	0.2703364312
971	0.2701978549
972	0.2701122752
973	0.2700471034
974	0.2699193765
975	0.2697612809
976	0.2696333121
977	0.2695013718
978	0.2694128015
979	0.2693169869
980	0.2691945762
981	0.2691196744
982	0.2690367757
983	0.2689364334
984	0.2687860433
985	0.2686962369
986	0.2686260854
987	0.2685436996
988	0.2684629893
989	0.2683097047
990	0.2681657363
991	0.2681137393
992	0.2680300782
993	0.2679517716
994	0.2677580938
995	0.2676377697
996	0.2675842174
997	0.2675297583
998	0.2674335177
999	0.2672565701
1000	0.2672471413
1001	0.2671681869
1002	0.2670582236
1003	0.2669916064
1004	0.2668995866
1005	0.2668478272
1006	0.2667716074
1007	0.2666343668
1008	0.2665276186
1009	0.266384446
1010	0.2662515958
1011	0.2661537395
1012	0.2659998052
1013	0.2659486058
1014	0.2658308497
1015	0.2657285225
1016	0.2656070968
1017	0.2654485936
1018	0.2653536318
1019	0.2651544847
1020	0.2650676283
1021	0.2649492934
1022	0.2648309026
1023	0.2647929158
1024	0.2646941156
1025	0.2646087279
1026	0.2645700085
1027	0.2644390811
1028	0.2643349949
1029	0.2642333875
1030	0.2642012026
1031	0.2641162001
1032	0.2640163706
1033	0.2639220682
1034	0.2636287344
1035	0.2634863165
1036	0.2633458755
1037	0.2632414644
1038	0.2631775819
1039	0.2631054617
1040	0.2630338232
1041	0.2629357234
1042	0.2627622694
1043	0.2626810061
1044	0.2626038518
1045	0.2625536658
1046	0.262359995
1047	0.2623305468
1048	0.2622720228
1049	0.2621519765
1050	0.2620601684
1051	0.2620065529
1052	0.2619806241
1053	0.2617069098
1054	0.2616983535
1055	0.2616183596
1056	0.2614614636
1057	0.2613438464
1058	0.2612235085
1059	0.2610966034
1060	0.2609859741
1061	0.2609438314
1062	0.2608169949
1063	0.2607035299
1064	0.2606356469
1065	0.2605590381
1066	0.2604307463
1067	0.2603379095
1068	0.2602283903
1069	0.2601085609
1070	0.2600681178
1071	0.2599577659
1072	0.2598528233
1073	0.2597493643
1074	0.259633315
1075	0.2595331689
1076	0.259391942
1077	0.2593145701
1078	0.2591887221
1079	0.2590822318
1080	0.259050855
1081	0.2589414742
1082	0.2588562023
1083	0.2587318158
1084	0.2586265213
1085	0.2584950926
1086	0.2583786714
1087	0.2583702375
1088	0.2582390908
1089	0.2581677638
1090	0.2580387434
1091	0.2579329475
1092	0.2579194207
1093	0.2578003663
1094	0.2576773457
1095	0.2575859848
1096	0.257490316
1097	0.2574595945
1098	0.2573584314
1099	0.2573344219
1100	0.257208764
1101	0.2570981394
1102	0.2569580122
1103	0.256866083
1104	0.2567934132
1105	0.2567566535
1106	0.2566577363
1107	0.2564641841
1108	0.25636257
1109	0.2562667848
1110	0.2561574487
1111	0.256050152
1112	0.2559867291
1113	0.2558854502
1114	0.2557619584
1115	0.2556915623
1116	0.2555656709
1117	0.2554605796
1118	0.2554072905
1119	0.2553172656
1120	0.2552448868
1121	0.2552059167
1122	0.2550624567
1123	0.2550075739
1124	0.2549492186
1125	0.2547710658
1126	0.2546733409
1127	0.2545890143
1128	0.2544866196
1129	0.2543446124
1130	0.2542514164
1131	0.2540978403
1132	0.2539873731
1133	0.2539626574
1134	0.2538866547
1135	0.2537824606
1136	0.2536728609
1137	0.2536129903
1138	0.2535417917
1139	0.2534357624
1140	0.2532795945
1141	0.2531887192
1142	0.2530772147
1143	0.2530085017
1144	0.2529047205
1145	0.2527877884
1146	0.2526626634
1147	0.2525750959
1148	0.2524843462
1149	0.2524230498
1150	0.2523543196
1151	0.2523189774
1152	0.2521888734
1153	0.2521469485
1154	0.2520447776
1155	0.2519555637
1156	0.2519143914
1157	0.2518367127
1158	0.2518122428
1159	0.2516760769
1160	0.2515431882
1161	0.2514384145
1162	0.2513204161
1163	0.2512649401
1164	0.2511271525
1165	0.2510383431
1166	0.2509218953
1167	0.2507707692
1168	0.2507170976
1169	0.2506397322
1170	0.2505373527
1171	0.2504453737
1172	0.2500590715
1173	0.2500002956
1174	0.2499133602
1175	0.2498247847
1176	0.2497273076
1177	0.249609886
1178	0.2495559967
1179	0.2495442585
1180	0.2495160588
1181	0.2494264393
1182	0.2493611677
1183	0.249218303
1184	0.2491298057
1185	0.2490121615
1186	0.2489155114
1187	0.2487504177
1188	0.2486520351
1189	0.2485548687
1190	0.2484163521
1191	0.2483035448
1192	0.2482485564
1193	0.2482251813
1194	0.2481611426
1195	0.2480681224
1196	0.2479493612
1197	0.247859907
1198	0.2477130637
1199	0.2476900585
1200	0.2475974225
1201	0.2475090872
1202	0.2473870971
1203	0.2472906139
1204	0.2472037858
1205	0.2470982287
1206	0.2470757835
1207	0.2470146059
1208	0.2468810508
1209	0.2468139749
1210	0.2467050185
1211	0.2466477306
1212	0.2464638372
1213	0.2463992749
1214	0.246311851
1215	0.2462050231
1216	0.2461692379
1217	0.24611348
1218	0.2459973547
1219	0.2459107991
1220	0.2458206743
1221	0.2457447389
1222	0.2456227086
1223	0.2455734804
1224	0.2454830115
1225	0.2454191427
1226	0.2453199443
1227	0.2452976353
1228	0.2452097862
1229	0.2450408186
1230	0.2449785846
1231	0.2448075783
1232	0.2447588779
1233	0.2446583491
1234	0.2445510975
1235	0.2445146998
1236	0.2444447003
1237	0.2443272906
1238	0.2442452409
1239	0.2441074679
1240	0.2440262889
1241	0.2439264244
1242	0.2438102072
1243	0.2437152561
1244	0.2436560013
1245	0.243607599
1246	0.2435147884
1247	0.2434568161
1248	0.2433177733
1249	0.243187562
1250	0.2431078486
1251	0.2430255363
1252	0.2429735323
1253	0.2428841704
1254	0.2428713924
1255	0.2428479682
1256	0.2427770755
1257	0.2427565108
1258	0.2426958811
1259	0.2426014659
1260	0.2425228379
1261	0.2424260419
1262	0.2423169619
1263	0.2422962057
1264	0.242223408
1265	0.2421638435
1266	0.2420791573
1267	0.2419989583
1268	0.2419448725
1269	0.2418846129
1270	0.2418742
1271	0.2417969342
1272	0.2417066535
1273	0.2416574434
1274	0.2416028347
1275	0.241514681
1276	0.241160413
1277	0.2410484477
1278	0.2409793641
1279	0.2408999901
1280	0.2408240531
1281	0.2406880468
1282	0.2405928257
1283	0.2405247513
1284	0.2405019066
1285	0.2403700315
1286	0.2403502467
1287	0.2402668453
1288	0.24013542
1289	0.2400858418
1290	0.2400453212
1291	0.2399142747
1292	0.2398085488
1293	0.2397383203
1294	0.2395780411
1295	0.2394536172
1296	0.2393517415
1297	0.2392969128
1298	0.2392071329
1299	0.2391877833
1300	0.2390971038
1301	0.2390025319
1302	0.2389325945
1303	0.2388617838
1304	0.2387602608
1305	0.238712812
1306	0.2386239839
1307	0.2384774513
1308	0.2384568382
1309	0.2384063444
1310	0.2383147293
1311	0.2382241645
1312	0.2381352266
1313	0.2380597628
1314	0.2379768416
1315	0.2379108474
1316	0.2377996759
1317	0.2377925252
1318	0.2376962698
1319	0.2375418541
1320	0.2374652972
1321	0.2373565283
1322	0.237292559
1323	0.2372235629
1324	0.2371597997
1325	0.2370697635
1326	0.2369358799
1327	0.2368914184
1328	0.236849848
1329	0.2368039026
1330	0.236757988
1331	0.236727558
1332	0.2366376176
1333	0.2365264335
1334	0.2364699526
1335	0.2363459273
1336	0.2362595754
1337	0.2361628776
1338	0.2360611846
1339	0.235997198
1340	0.2359500049
1341	0.2358939332
1342	0.2358296926
1343	0.2357588661
1344	0.235666433
1345	0.2355881937
1346	0.2354840384
1347	0.2353447292
1348	0.235308037
1349	0.2352547676
1350	0.2351573571
1351	0.2350851635
1352	0.2350665603
1353	0.2350047959
1354	0.2348440218
1355	0.2347408175
1356	0.2347364727
1357	0.2347016451
1358	0.234626744
1359	0.2345890298
1360	0.2344413712
1361	0.2343579482
1362	0.2342103621
1363	0.2341493141
1364	0.2340624197
1365	0.2339801059
1366	0.2339184346
1367	0.2338212464
1368	0.2337466389
1369	0.2336638746
1370	0.2336452864
1371	0.2335298156
1372	0.2334490611
1373	0.2334309413
1374	0.2333120639
1375	0.2333039914
1376	0.2332861806
1377	0.2332339874
1378	0.2331620688
1379	0.2331502072
1380	0.2330726849
1381	0.2329795582
1382	0.2329521065
1383	0.2328837587
1384	0.23282159
1385	0.2327101602
1386	0.2326388443
1387	0.2325594969
1388	0.2324912657
1389	0.2324232671
1390	0.2323476994
1391	0.2322809739
1392	0.2322271293
1393	0.2321314359
1394	0.2319832583
1395	0.2319563061
1396	0.2318530707
1397	0.2318264982
1398	0.2317139522
1399	0.2316217648
1400	0.2315552471
1401	0.2315025465
1402	0.231401679
1403	0.2312814127
1404	0.2312277114
1405	0.2311374667
1406	0.231048726
1407	0.2309776101
1408	0.230896511
1409	0.2308427083
1410	0.2308368262
1411	0.2307578679
1412	0.2306628318
1413	0.2306459235
1414	0.2305629671
1415	0.2305151378
1416	0.2304175827
1417	0.23033899
1418	0.2302773376
1419	0.2302074654
1420	0.2301333022
1421	0.2300650976
1422	0.2300193891
1423	0.2300026838
1424	0.2299593554
1425	0.229893761
1426	0.2298862883
1427	0.2298825392
1428	0.2297665831
1429	0.2297632233
1430	0.2297070793
1431	0.2296485706
1432	0.2296128265
1433	0.2295086507
1434	0.2294695395
1435	0.2294324964
1436	0.2293645455
1437	0.2293559408
1438	0.2292560008
1439	0.2291597955
1440	0.2290685712
1441	0.2289309015
1442	0.2289053234
1443	0.228770246
1444	0.2287379522
1445	0.2286788356
1446	0.2286623861
1447	0.2285905269
1448	0.2285339067
1449	0.2284335771
1450	0.2283976059
1451	0.2283291172
1452	0.2282342825
1453	0.2281625521
1454	0.2280542661
1455	0.2279762914
1456	0.2279042255
1457	0.227863307
1458	0.2277882495
1459	0.227752621
1460	0.2276756943
1461	0.2275603093
1462	0.2274865654
1463	0.2274198572
1464	0.2273688172
1465	0.2273075307
1466	0.227235736
1467	0.2271796366
1468	0.2271219628
1469	0.2269990036
1470	0.2269223937
1471	0.2268519366
1472	0.2267458779
1473	0.2266726296
1474	0.2266200533
1475	0.2264780868
1476	0.2264434996
1477	0.2263183608
1478	0.2263148816
1479	0.2262537312
1480	0.2261659426
1481	0.2261376593
1482	0.2260729706
1483	0.2260234089
1484	0.2258914746
1485	0.2258879195
1486	0.2258287942
1487	0.2257574853
1488	0.2256384186
1489	0.2255081657
1490	0.2254189423
1491	0.2253229142
1492	0.225281545
1493	0.2252560709
1494	0.225188522
1495	0.2251298514
1496	0.225079621
1497	0.2250463912
1498	0.2249813253
1499	0.224945982
1500	0.2248169809
1501	0.2247609404
1502	0.2246315643
1503	0.2245766901
1504	0.2244840721
1505	0.2243985345
1506	0.224365521
1507	0.2243071022
1508	0.2242099134
1509	0.2241693406
1510	0.2241177724
1511	0.224075611
